"Station Name","POINT ATKINSON"
"Province","BRITISH COLUMBIA"
"Latitude","49.33"
"Longitude","-123.26"
"Elevation","35.00"
"Climate Identifier","1106200"
"WMO Identifier","71037"
"TC Identifier","WSB"

"Legend"
"[Empty]","No Data Available"
"M","Missing"
"E","Estimated"
"A","Accumulated"
"C","Precipitation Occurred; Amount Uncertain"
"L","Precipitation May or May Not Have Occurred"
"F","Accumulated and Estimated"
"N","Temperature Missing but Known to be > 0"
"Y","Temperature Missing but Known to be < 0"
"S","More Than One Occurrence"
"T","Trace"
"*","Data for this day has undergone only preliminary quality checking"
"**","Partner data that is not subject to review by the National Climate Archives."

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1997-09-19","1997","09","19","","18.5","","12.5","","15.5","","2.5","","0.0","","0.0","",".0","","","","","","","","",""
"1997-09-20","1997","09","20","","19.0","","13.5","","16.3","","1.7","","0.0","","0.0","",".0","","","","","","","","",""
"1997-09-21","1997","09","21","","19.5","","14.0","","16.8","","1.2","","0.0","","0.0","",".0","","","","","","","","",""
"1997-09-22","1997","09","22","","23.5","","15.5","","19.5","","0.0","","1.5","","0.0","",".0","","","","","","","","",""
"1997-09-23","1997","09","23","","22.0","","15.5","","18.8","","0.0","","0.8","","0.0","",".0","","","","","","","","",""
"1997-09-24","1997","09","24","","","M","15.5","","","M","","M","","M","0.0","",".0","","","","","","","","",""
"1997-09-25","1997","09","25","","","M","18.0","","","M","","M","","M","0.0","",".0","","","","","","","","",""
"1997-09-26","1997","09","26","","","M","14.0","","","M","","M","","M","0.0","",".0","","","","","","","","",""
"1997-09-27","1997","09","27","","18.5","","14.5","","16.5","","1.5","","0.0","","0.0","",".0","","","","","","","","",""
"1997-09-28","1997","09","28","","19.5","","15.5","","17.5","","0.5","","0.0","","0.0","",".0","","","","","","","","",""
"1997-09-29","1997","09","29","","17.5","","14.5","","16.0","","2.0","","0.0","","0.0","",".0","","","","","","","","",""
"1997-09-30","1997","09","30","","19.5","","14.5","","17.0","","1.0","","0.0","","0.0","",".0","","","","","","","","",""
"1997-10-01","1997","10","01","","21.5","","13.5","","17.5","","0.5","","0.0","","","","","","","","","","","","",""
"1997-10-02","1997","10","02","","18.0","","13.5","","15.8","","2.2","","0.0","","","","","","","","","","","","",""
"1997-10-03","1997","10","03","","16.0","","12.5","","14.3","","3.7","","0.0","","","","","","","","","","","","",""
"1997-10-04","1997","10","04","","16.0","","13.5","","14.8","","3.2","","0.0","","","","","","","","","","","","",""
"1997-10-05","1997","10","05","","15.5","","12.0","","13.8","","4.2","","0.0","","","","","","","","","","","","",""
"1997-10-06","1997","10","06","","13.5","","9.5","","11.5","","6.5","","0.0","","","","","","","","","","","","",""
"1997-10-07","1997","10","07","","15.0","","9.5","","12.3","","5.7","","0.0","","","","","","","","","","","","",""
"1997-10-08","1997","10","08","","15.0","","10.5","","12.8","","5.2","","0.0","","","","","","","","","","","","",""
"1997-10-09","1997","10","09","","15.5","","11.5","","13.5","","4.5","","0.0","","","","","","","","","","","","",""
"1997-10-10","1997","10","10","","13.0","","10.5","","11.8","","6.2","","0.0","","","","","","","","","","","","",""
"1997-10-11","1997","10","11","","13.5","","8.5","","11.0","","7.0","","0.0","","","","","","","","","","","","",""
"1997-10-12","1997","10","12","","11.5","","8.5","","10.0","","8.0","","0.0","","","","","","","","","","","","",""
"1997-10-13","1997","10","13","","14.0","","10.0","","12.0","","6.0","","0.0","","","","","","","","","","","","",""
"1997-10-14","1997","10","14","","15.5","","12.0","","13.8","","4.2","","0.0","","","","","","","","","","","","",""
"1997-10-15","1997","10","15","","17.0","","12.0","","14.5","","3.5","","0.0","","","","","","","","","","","","",""
"1997-10-16","1997","10","16","","18.5","","14.0","","16.3","","1.7","","0.0","","","","","","","","","","","","",""
"1997-10-17","1997","10","17","","14.5","","12.0","","13.3","","4.7","","0.0","","","","","","","","","","","","",""
"1997-10-18","1997","10","18","","13.5","","9.0","","11.3","","6.7","","0.0","","","","","","","","","","","","",""
"1997-10-19","1997","10","19","","13.5","","8.5","","11.0","","7.0","","0.0","","","","","","","","","","","","",""
"1997-10-20","1997","10","20","","12.0","","7.5","","9.8","","8.2","","0.0","","","","","","","","","","","","",""
"1997-10-21","1997","10","21","","11.5","","8.0","","9.8","","8.2","","0.0","","","","","","","","","","","","",""
"1997-10-22","1997","10","22","","13.0","","10.0","","11.5","","6.5","","0.0","","","","","","","","","","","","",""
"1997-10-23","1997","10","23","","14.0","","8.5","","11.3","","6.7","","0.0","","","","","","","","","","","","",""
"1997-10-24","1997","10","24","","11.0","","8.0","","9.5","","8.5","","0.0","","","","","","","","","","","","",""
"1997-10-25","1997","10","25","","13.5","","10.0","","11.8","","6.2","","0.0","","","","","","","","","","","","",""
"1997-10-26","1997","10","26","","13.0","","10.0","","11.5","","6.5","","0.0","","","","","","","","","","","","",""
"1997-10-27","1997","10","27","","13.5","","10.0","","11.8","","6.2","","0.0","","","","","","","","","","","","",""
"1997-10-28","1997","10","28","","12.5","","10.0","","11.3","","6.7","","0.0","","","","","","","","","","","","",""
"1997-10-29","1997","10","29","","15.0","","11.5","","13.3","","4.7","","0.0","","","","","","","","","","","","",""
"1997-10-30","1997","10","30","","16.0","","11.0","","13.5","","4.5","","0.0","","","","","","","","","","","","",""
"1997-10-31","1997","10","31","","15.0","","11.0","","13.0","","5.0","","0.0","","","","","","","","","","","","",""
"1997-11-01","1997","11","01","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-02","1997","11","02","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-03","1997","11","03","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-04","1997","11","04","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-05","1997","11","05","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-06","1997","11","06","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-07","1997","11","07","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-08","1997","11","08","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-09","1997","11","09","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-10","1997","11","10","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-11","1997","11","11","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-12","1997","11","12","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-13","1997","11","13","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-14","1997","11","14","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-15","1997","11","15","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-16","1997","11","16","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-17","1997","11","17","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-18","1997","11","18","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-19","1997","11","19","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-20","1997","11","20","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-21","1997","11","21","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-22","1997","11","22","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-23","1997","11","23","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-24","1997","11","24","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-25","1997","11","25","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-26","1997","11","26","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-27","1997","11","27","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-28","1997","11","28","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-29","1997","11","29","","","","","","","","","","","","","","","","","","","","","","",""
"1997-11-30","1997","11","30","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-01","1997","12","01","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-02","1997","12","02","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-03","1997","12","03","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-04","1997","12","04","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-05","1997","12","05","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-06","1997","12","06","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-07","1997","12","07","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-08","1997","12","08","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-09","1997","12","09","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-10","1997","12","10","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-11","1997","12","11","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-12","1997","12","12","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-13","1997","12","13","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-14","1997","12","14","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-15","1997","12","15","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-16","1997","12","16","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-17","1997","12","17","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-18","1997","12","18","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-19","1997","12","19","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-20","1997","12","20","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-21","1997","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-22","1997","12","22","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-23","1997","12","23","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-24","1997","12","24","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-25","1997","12","25","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-26","1997","12","26","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-27","1997","12","27","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-28","1997","12","28","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-29","1997","12","29","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-30","1997","12","30","","","","","","","","","","","","","","","","","","","","","","",""
"1997-12-31","1997","12","31","","","","","","","","","","","","","","","","","","","","","","",""
